"shop_id","product_id","variation_id","stock","stock_alert","realstock","realstock_b","realstock_c","realstock_reserved","date_created","date_changed","last_changed"
"0","VDWD-004","VDWD-004","0","0","0","0","0","0","2025/03/18 10:09:23","2025/03/18 10:09:23","‚ä‚ß‚¶‚ñ—LŒÀ‰ïŽÐ"
