"shop_id","supplier_id","product_id","cooperation_id1","cooperation_id2","cooperation_id3","cooperation_id4","cooperation_id5","mall_ex_product_id","name","name_kana","seo_keywords","catchcopy","catchcopy_mobile","search_keyword","outline_kbn","outline","outline_kbn_mobile","outline_mobile","desc_detail_kbn1","desc_detail1","desc_detail_kbn2","desc_detail2","desc_detail_kbn3","desc_detail3","desc_detail_kbn4","desc_detail4","return_exchange_message","desc_detail_kbn1_mobile","desc_detail1_mobile","desc_detail_kbn2_mobile","desc_detail2_mobile","return_exchange_message_mobile","note","display_price","display_special_price","shipping_type","shipping_size_kbn","point_kbn1","point1","display_from","display_to","sell_from","sell_to","max_sell_quantity","stock_management_kbn","stock_message_id","url","inquire_email","inquire_tel","display_kbn","category_id1","category_id2","category_id3","category_id4","category_id5","related_product_id_cs1","related_product_id_cs2","related_product_id_cs3","related_product_id_cs4","related_product_id_cs5","related_product_id_us1","related_product_id_us2","related_product_id_us3","related_product_id_us4","related_product_id_us5","image_head","image_mobile","icon_flg1","icon_term_end1","icon_flg2","icon_term_end2","icon_flg3","icon_term_end3","icon_flg4","icon_term_end4","icon_flg5","icon_term_end5","icon_flg6","icon_term_end6","icon_flg7","icon_term_end7","icon_flg8","icon_term_end8","icon_flg9","icon_term_end9","icon_flg10","icon_term_end10","mobile_disp_flg","use_variation_flg","fixed_purchase_flg","member_rank_discount_flg","display_member_rank","buyable_member_rank","valid_flg","date_created","date_changed","last_changed","google_shopping_flg","product_option_settings","arrival_mail_valid_flg","release_mail_valid_flg","resale_mail_valid_flg","select_variation_kbn","select_variation_kbn_mobile","plural_shipping_price_free_flg","age_limit_flg","digital_contents_flg","download_url","display_sell_flg","display_priority"
"0","","1h-H015","226","","","","","","(会員セール)　無香料アカバナー ヘアシャンプー40ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","409","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_1h-H015","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","1h-H016","225","","","","","","(会員セール)　無香料アカバナー ヘアシャンプー40ml5本セット","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","1944","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_1h-H016","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","1h-K010","186","","","","","","(会員セール)　黒糖ボディーソープ　500ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","2864","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_1h-K010","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","1h-S001","219","","","","","","(会員セール)　アロエベラジェル　60ｇ","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","2046","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_1h-S001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","1h-S002","197","","","","","","(会員セール)　今帰仁ウォーター　250ｍｌ","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","2046","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_1h-S002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","1h-S003","210","","","","","","(会員セール)　ゆめ香ほる　120ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","1841","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_1h-S003","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","1h-S004","209","","","","","","(会員セール)月桃ピュアエッセンシャルオイル　5ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","5115","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_1h-S004","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","4Q-25LH-MCL4","414","","","","","","ヘアケア＆ボディケアおためし3点セット","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","1188","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_4Q-25LH-MCL4","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","60-K63B-P9RF","422","","","","","","ハイビスカススキンケアおためし5点セット","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","1782","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_60-K63B-P9RF","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2025/10/02 11:06:30","大場凪","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","7L-4B4I-F0JE","420","","","","","","ハイビスカスヘアシャンプー","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","3326","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_7L-4B4I-F0JE","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","83-P8T5-5J6H","421","","","","","","アロエベラジェル60ｇ(3個セット)【保湿ジェル】","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","6558","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_83-P8T5-5J6H","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","A8H-020","237","","","","","","ハイビスカス スキンケア おためし５点セット","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","1650","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","2025/08/17 00:00:00","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_A8H-020","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2025/08/19 10:36:05","諸喜田 栄","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AB-001","235","","","","","","ハイビスカス ヘアシャンプー 300ml 【初回限定送料無料】","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","3080","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c03k1r","","","","","","","","","","","","","","","img_AB-001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","1","2022/03/21 17:36:27","2022/04/07 04:39:14","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AB-009","236","","","","","","ハイビスカス ヘアシャンプー ファミリーサイズセット 【初回限定送料無料】","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","6600","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c03k1r","","","","","","","","","","","","","","","img_AB-009","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","1","2022/03/21 17:36:27","2022/04/07 04:39:14","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AD-000","232","","","","","","ハイビスカス ヘアシャンプー 40ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","440","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_AD-000","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","0","2022/03/21 17:36:27","2022/08/01 01:13:46","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AD-001","231","","","","","","ハイビスカス ヘアシャンプー 300ml【初回限定送料無料】","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","3080","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_AD-001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","0","2022/03/21 17:36:27","2023/05/04 17:51:13","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AD-002","239","","","","","","ハイビスカス ヘアシャンプー ファミリーサイズセット 700ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","6600","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_AD-002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","0","2022/03/21 17:36:27","2023/05/04 17:51:35","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AD-012","230","","","","","","無香料 アカバナー ヘアシャンプー 700mlサイズセット 【初回限定送料無料】","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","7260","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_AD-012","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/10/24 10:08:52","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AD-015","228","","","","","","無香料 アカバナー ヘアシャンプー 40ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","440","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_AD-015","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","AD-016","229","","","","","","無香料 アカバナー ヘアシャンプー 40ml×5本セット","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","2090","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_AD-016","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","At-001","461","","","","","","【定期便】ハイビスカス ヘアシャンプー 300ml","","","","","","1","アドテック委託時代の商品コード
初回税込（当時8％）2480円でアップセルさせていたコード
回数での金額（税抜）
1回目：2296（当時税込2480に合わせた税抜価格）、2回目：2660（5%）、3回目～：2520（10%）、6回目以降：2380（15%）

現時点（2022-03-21）で定期継続者がいないので、コードを無効にします","0","","1","","1","","1","","1","","","0","","0","","","","3080","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_At-001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","2","0","","","0","2022/03/21 17:36:27","2023/05/04 18:56:08","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","At-002","463","","","","","","【定期便】ハイビスカス ヘアシャンプー＆トリートメントセット","","","","","","0","2023.5.4 有効フラグOFF & 価格改定
以前広告で使っていた商品。2022年10月まで定期稼働中のお客様がいたが現在は決済エラーから実質解約状態になっているので有効フラグOFFにした。おそらく有効フラグOFF状態なので定期復帰は無理。
再開のしたい旨の問い合わせがあった場合は、価格改定があった旨を伝え、それでも再開したいとなった場合は有効フラグをＯＮに変更したうえで、再開させてください。
※年のため価格改定してあります。
→変更前の価格　6584円（3080+3850=6930の5％OFF）
→変更後の価格　7242円（3388+4235=7623の5％OFF）
---------------
アドテック委託時代の商品コード
初回税込（当時8％）3980円でアップセルさせていたコード
回数での金額（税抜）
1回目：3685（当時税込3980に合わせた税抜価格）、2回目：5685（5%）、3回目～：5386（10%）、6回目以降：5087（15%）","0","","1","","1","","1","","1","","","0","","0","","","","7242","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_At-002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","2","0","","","0","2022/03/21 17:36:27","2023/05/04 19:27:30","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","At-cu001","467","","","","","","ハイビスカス ヘアシャンプー 300ml","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","3080","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_At-cu001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","0","2022/03/21 17:36:27","2023/05/04 18:56:46","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","At-cu002","468","","","","","","ハイビスカス ヘアトリートメント 230g","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","3850","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_At-cu002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","0","2022/03/21 17:36:27","2023/05/04 18:56:58","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","At-p1-01","470","","","","","","ハイビスカス ヘアシャンプー 300ml【初回限定送料無料】","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","3080","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c03k1r","","","","","","","","","","","","","","","img_At-p1-01","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","","","0","2022/03/21 17:36:27","2023/05/04 18:57:27","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","At-p1-01u","472","","","","","","【定期便】ハイビスカス ヘアシャンプー＆トリートメントセット","","","","","","1","アドテック委託時代のアップセル用商品コード
初回税込（当時8％）5940円でアップセルさせていたコード
回数での金額（税抜）
1回目：5500、2回目：5685（5%）、3回目～：5386（10%）、6回目以降：5087（15%）

現時点（2022-03-21）で継続中の方がいないのでコードを無効にしました","0","","1","","1","","1","","1","","","0","","0","","","","6584","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_At-p1-01u","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","2","0","","","0","2022/03/21 17:36:27","2023/05/04 18:58:03","ゆめじん有限会社","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
"0","","B1-HOVQ-HCIN","426","","","","","","ハイビスカスフェイスウォッシュ","","","","","","1","","0","","1","","1","","1","","1","","","0","","0","","","","2851","","2","M","2","1","2022/03/16 00:00:00","","2022/03/16 00:00:00","","10","0","","","","","2","c99ex9","","","","","","","","","","","","","","","img_B1-HOVQ-HCIN","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0","","","0","2022/03/22 09:49:50","2022/04/29 06:08:40","batch","0","","0","0","0","STANDARD","STANDARD","1","0","0","","0","0"
