Handle,Title,Body (HTML),Vendor,Product Category,Tags,Published,Image Src
H-010,ハイビスカス ヘアシャンプー 700mLパウチ,,yumejin,製品ラインナップ/ヘアケア,,TRUE,https://www.example.com/images/products/img_H-010.jpg
H-011,ハイビスカス ヘアシャンプー 専用特殊ボトル,,yumejin,製品ラインナップ/ヘアケア,,TRUE,https://www.example.com/images/products/img_H-011.jpg
H-012,ハイビスカス ヘアシャンプー 無香料 700mLサイズセット,"<p><h2 class="" c-title"">HIBISCUS</h2>
<p class=""c-lead"">Hiar Shampoo [ Unscented ] 700mL size Set</p></p><p><p class=""c-blockquote"">髪と頭皮へ、もっとやさしく</p>
<h3 class="" c-large_headline"">ハイビスカス ヘアシャンプー 無香料 700mLサイズセット</h3>
<p class="" c-body"">&nbsp;<br><span style=""font-size:17px;"">[ シャンプー 無香料タイプ　700mL ]</span><br><span style=""font-size:15px;"">パウチ(700mL)＆専用カートリッジボトルセット</span><br>&nbsp;<br>&nbsp;<br> </p></p><p><div class=""sub-product"">
<span class=""present"" style=""color: #cc0404;""><strong>【定期便初回特典】専用ボトルプレゼント</strong></span>
    <table class=""sub-product_price"">
        <tbody>
            <tr>
                <td>◎</td>
                <td>定期便</td>
                <td>
                    <span>6,208円</span>（税込）
                </td>
                <td>パウチのみ</td>
            </tr>
        </tbody>
    </table>
    <div class=""ChangesByVariation"">
        <div class=""productSellInfo"">
            <table>
                <tbody>
                    <tr>
                        <td class=""btn_num_minus"">
                            <input type=""button"" value=""?"" onClick=""inputNumRemove('Fixed01')"">
                        </td>
                        <td class=""btn_num"">
                            <!-- 注文数量指定 -->
                            <p class=""productAmount"">
                                <input type=""text"" value=""1"" id=""inputNumFixed01"" class=""inputNum"">
                            </p>
                            <!-- /注文数量指定 -->
                        </td>
                        <td class=""btn_num_plus"">
                                <input type=""button"" value=""＋"" onClick=""inputNumAdd('Fixed01')"">
                        </td>
                        <td class=""btn_cart_in"">
                            <div>
                                <div class=""productCart"">
                                    <!-- カート投入リンク -->
                                    <div class=""addCart"">
                                        <p class=""btnCart"">
                                            <a id=""btnCartFixed01"" href=""https://www.yumejin.jp/Form/Order/CartList.aspx?ckbn=1&pid1=TK-005&vid1=TK-005&prdcnt1=1&fxpchs1=1"">
                                                カートに入れる
                                            </a>
                                        </p>
                                    </div>
                                    <!-- /カート投入リンク -->
                                </div>
                            </div>
                        </td>
                    </tr>
                </tbody>
            </table>
        </div><!-- productSellInfo -->
    </div><!-- ChangesByVariation -->
</div>
<div class=""related_link"">
    <a href=""#pouch-bottle"">パウチ・ボトルの単品購入はこちら</a>
</div></p><p><div id=""product_detail_fixed-purchase"" class=""b-both_diff -right_large -sp-single_column c-space_normal c-sp-space_normal c-sp-padding_normal cssskin-_block_main product_detail_fixed-purchase"" data-bk-id=""bk5831"">
    <div class=""g-column"">
        <div class=""column -col4 title"">
            <p class=""c-blockquote"">便利でお得な定期便なら</p>
            <p class=""c-body desc"">
                <span class=""d-larger_font webfont5"">
                    <span data-sitecolor-text="""" class="" d-bold"">特別割引価格 ＆ 全国一律送料無料</span>
                </span>
                <span class=""d-larger_font webfont5"">
                    <span class="" d-bold"">でお届けします</span>。
                </span>
            </p>
        </div>
        <div class=""column -col8"">
            <table class=""fixed-purchase_price-list"">
                <tbody>
                    <tr>
                        <th>お届け回数</th>
                        <td>定期便特別価格</td>
                    </tr>
                    <tr>
                        <th>1?2回目(5％OFF)</th>
                        <td>6,208円</td>
                    </tr>
                    <tr>
                        <th>3?5回目(10％OFF)</th>
                        <td>5,881円</td>
                    </tr>
                    <tr>
                        <th>6回目以降(15％OFF)</th>
                        <td>5,554円</td>
                    </tr>
                </tbody>
            </table>
            <p class=""fixed-purchase_lead"">
                さらに還元ポイント２倍、休止・再開・変更・解約が自由（次回発送予定日の５日前までご連絡下さい）。<br>
                お届けサイクル・お届け時間・お支払方法も複数の選択肢からお選びいただけます。
            </p>
        </div>
    </div>
</div>
<div id=""bk5704"" class=""b-plain c-space_normal c-sp-space_normal cssskin-_block_main"" data-bk-id=""bk5704"" data-animated=""fadeInUp"">
        <div class=""column -column1 -fadeInUp"" id=""pouch-bottle"">
                <h2 class="" c-title c-center""><span class="" webfont2"">単品購入</span></h2>
                <div class=""c-lead c-center""> 700mLサイズ </div>
        </div>
</div>
<div id=""bk4987"" class=""b-headlines c-space_normal c-sp-space_normal c-sp-padding_normal related-products cssskin-_block_main"" data-bk-id=""bk4987"" data-shared=""true"" data-sharedname=""単品商品２列（PC用）"">
        <div class="" g-column -col4 -sp-col1 -no_spacing"">
                <div class="" column -column1"">
                        <div class="" c-body c-center"">
                                <div class=""c-img   "">
                                        <img src=""/Contents/ImagesPkg/renewal/lineup/img_p13.jpg"" alt="""" id=""imgsrc5163_1"">
                                </div>
                        </div>
                </div>
                <div class="" column -column2"">
                        <h4 class="" c-small_headline"">ハイビスカスシャンプー<br>無香料 700mLパウチ</h4>
                        <p class="" c-body"">詰替えパウチ　700mL　【単品】</p>
                        <hr class=""c-hr"">
                        <p class="" c-body"">販売価格　6,534円（税込）<br>&nbsp;<br> </p>
                        <div class=""productSellInfo"">
                <table style=""border-collapse: collapse; width: 100%; margin-left: auto; margin-right: auto;"">
                    <tbody>
                        <tr>
                            <td class=""btn_num_minus"">
                                <input type=""button"" value=""?"" onClick=""inputNumRemove('Related01')"">        
                            </td>
                            <td class=""btn_num"">
                                <!-- 注文数量指定 -->
                                <p class=""productAmount"">
                                    <input type=""text"" value=""1"" id=""inputNumRelated01"" class=""inputNum"">
                                </p>
                                <!-- /注文数量指定 -->
                            </td>
                            <td class=""btn_num_plus"">
                                <input type=""button"" value=""＋"" onClick=""inputNumAdd('Related01')"">        
                            </td>
                            <td class=""btn_cart_in"">
                                <div>
                                    <div class=""productCart"">
                                        <!-- カート投入リンク -->
                                        <div class=""addCart"">
                                            <p class=""btnCart"">
                                                <a id=""btnCartRelated01"" class=""btnCartRelated"" href=""https://www.yumejin.jp/Form/Order/CartList.aspx?ckbn=1&pid1=H-013&vid1=H-013&prdcnt1=1"">
                                                    カートに入れる
                                                </a>
                                            </p>
                                        </div>
                                        <!-- /カート投入リンク -->
                                    </div>
                                </div>
                            </td>
                        </tr>
                    </tbody>
                </table>
            </div><!-- productSellInfo -->
                </div>
                <div class="" column -column3"">
                        <div class="" c-body c-center"">
                                <div class=""c-img   "">
                                        <img src=""/Contents/ImagesPkg/renewal/lineup/img_p14.jpg"" alt="""" id=""imgsrc5165_1"">
                                </div>
                        </div>
                </div>
                <div class="" column -column4 -column-lasts"">
                        <h4 class="" c-small_headline"">ハイビスカスシャンプー<br>無香料 700mL用ボトル</h4>
                        <p class="" c-body"">特殊カートリッジボトル　【単品】</p>
                        <hr class=""c-hr"">
                        <p class="" c-body"">販売価格　968円（税込）<br>&nbsp;<br> </p>
                        <div class=""productSellInfo"">
                <table style=""border-collapse: collapse; width: 100%; margin-left: auto; margin-right: auto;"">
                    <tbody>
                        <tr>
                            <td class=""btn_num_minus"">
                                <input type=""button"" value=""?"" onClick=""inputNumRemove('Related02')"">        
                            </td>
                            <td class=""btn_num"">
                                <!-- 注文数量指定 -->
                                <p class=""productAmount"">
                                    <input type=""text"" value=""1"" id=""inputNumRelated02"" class=""inputNum"">
                                </p>
                                <!-- /注文数量指定 -->
                            </td>
                            <td class=""btn_num_plus"">
                                <input type=""button"" value=""＋"" onClick=""inputNumAdd('Related02')"">        
                            </td>
                            <td class=""btn_cart_in"">
                                <div>
                                    <div class=""productCart"">
                                        <!-- カート投入リンク -->
                                        <div class=""addCart"">
                                            <p class=""btnCart"">
                                                <a id=""btnCartRelated02"" class=""btnCartRelated"" href=""https://www.yumejin.jp/Form/Order/CartList.aspx?ckbn=1&pid1=H-014&vid1=H-014&prdcnt1=1"">
                                                    カートに入れる
                                                </a>
                                            </p>
                                        </div>
                                        <!-- /カート投入リンク -->
                                    </div>
                                </div>
                            </td>
                        </tr>
                    </tbody>
                </table>
            </div><!-- productSellInfo -->
                </div>
        </div>
</div>
<div id=""bk5720"" class=""b-accordion b-accordion_contents c-sp-padding_normal cssskin-_block_main"" data-bk-id=""bk5720"" data-open-columns=""allClose"">
        <div class="" g-column"">
                <div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">製品詳細</a> </div>
                <div class="" column"">
                        <p class="" c-body"">&nbsp;</p>
                        <h3 class="" c-large_headline"">無香料で、もっとやさしく</h3>
                        <p class="" c-body"">&nbsp;<br>ハイビスカス ヘアシャンプーは低刺激性のアミノ酸系洗浄剤を配合することにより、頭皮や毛髪に優しく、生分解性にも優れ環境にも優しい洗浄剤です。<br>ハイビスカスの粘性分が髪同士の摩擦を抑え、髪に負担をかけることなく、やさしく洗い上げます。<br>防腐剤を極力抑えているため、雑菌の入りにくいカートリッジ式ボトルを使用することで、ご家族様向けのお徳用サイズをリリースすることができました！<br><br><span style=""color:#28422a;""><span data-sitecolor-text="""" class="" d-bold"">※石油系合成界面活性剤（石油系洗浄剤）無添加</span></span><br><span style=""color:#28422a;""><span class="" d-bold"">※鉱物油・パラベン・合成香料・合成着色料不使用</span></span><br>&nbsp;</p>
                </div>
                <div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">全成分</a> </div>
                <div class="" column"">
                        <p class="" c-body"">&nbsp;</p>
                        <h3 class="" c-large_headline"">内容成分<span class="" d-smallest_font"">（全成分表示）</span></h3>
                        <p class="" c-body""><span>&nbsp;</span><br>水 / ハンノキ水 / スクロース / BG / ココイルグルタミン酸K / ラウラミンオキシド / ココイルメチルタウリンNa / ラウリン酸スクロース / ココイルグルタミン酸Na / ポリクオタニウム-10 / クエン酸 / ハイビスカス葉エキス（ブッソウゲ葉エキス） / グリチルリチン酸2K / ピリドキシンHCl / フェノキシエタノール<br>&nbsp;</p>
                </div>
                <div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">700mLサイズの取り扱いについて</a> </div>
                <div class="" column"">
                        <p class="" c-body"">&nbsp;<br>本商品は、防腐剤の添加を極力抑えている為、詰め替えの際、雑菌や微生物による「汚染※1」が心配されます。そこで弊社では雑菌の入りにくい700mLサイズ専用のカートリッジ式ボトル（真空抽出方式の特殊ボトル）を使用しております。そのため、初回購入時には詰替え用パウチと専用ボトルのセット購入をお願いしております。<br>もし、専用カードリッジ以外の容器を使用しての商品の汚染・品質の変化が生じましても返品・交換などはいたしておりませんので、あらかじめご了承いただきます様お願い申し上げます。<br><br>尚、専用カートリッジは、繰り返しご使用なれますが、ボトルの汚れ（カビ等）・破損が見られた場合は、「汚染<span class="" d-bold""><span style=""color:#ff0000;"">※1</span></span>」予防のため定期的なボトルの交換をおすすめ致します。<br>また、詰め替えパウチは、一度ボトルにセットされましたら、そのパウチを使いきるまでポンプ（ボトル上部）を取り外さない様お願い致します。（ポンプ差込口から液ダレが起こります。）<br>詰め替えパウチ交換時に専用ボトルの内側や、ポンプは<span class="" d-bold""><span style=""color:#ff0000;"">絶対に洗わないで下さい。（水分が入りますと汚染の原因になります。）</span></span><br>&nbsp;<br><span class="" d-small_font""><span class="" d-bold""><span style=""color:#ff0000;"">※1</span></span> 化粧品は、食品同様、古くなってくると成分が化学的に変化してしまいます。古くなる以外にも微生物や菌によって汚染されてしまうこともあります。</span><br><span class="" d-small_font"">微生物や菌による汚染は、化粧品の成分を変質させたり、菌体成分が繁殖してしまい、それを使用することで有害な作用をもたらしてしまう場合があります。</span><br><span class="" d-small_font"">このような汚染を防ぐため、通常は防腐剤をしっかり添加するわけですが、ゆめじんの化粧品は防腐剤を極力抑えてつくられております。</span><br><span class="" d-small_font"">そのため、詰め替え作業を行う「700mLサイズ」におきましては汚染対策をしっかりと行っていただきますようお願い致します。</span><br><span>&nbsp;</span><br>&nbsp;</p>
                </div>
                <div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">専用ボトルのセット方法</a> </div>
                <div class="" column"">
                        <p class="" c-body"">&nbsp;</p>
                        <div class="" c-body c-center"">
                                <div class=""c-img   ""> <img src=""../_src/4966/bottle_toritsuke.gif?v=1644314020372"" alt="""" id=""imgsrc4966_1""> </div>
                        </div>
                        <p class="" c-body"">&nbsp;<br><span style=""font-size:19px;""><span class="" d-bold"">【ご注意ください】</span></span>
                        </p>
                        <ol class=""c-list-numbers"">
                                <li><span style=""color:#cc0000;"" data-sitecolor-text="""">詰め替え用パウチは絶対に切らないでください。</span></li>
                                <li><span style=""color:#cc0000;"">ボトルのパイプで手を切らないよう十分ご注意下さい。</span></li>
                                <li><span style=""color:#cc0000;"">使用中(中味が残っている場合）にはポンプをはずさないで下さい。</span></li>
                                <li><span style=""color:#cc0000;"">専用ボトル以外のボトルは絶対に使用しないで下さい。</span></li>
                                <li><span style=""color:#cc0000;"">専用ボトルは洗わないで下さい。</span></li>
                                <li><span style=""color:#cc0000;"">専用ボトル以外のボトルをご使用の場合の汚染があった場合、責任を負いかねます。</span></li>
                        </ol>
                        <p class="" c-body"">&nbsp;<br>&nbsp;</p>
                </div>
        </div>
</div></p>",yumejin,製品ラインナップ/ヘアケア,,TRUE,https://www.example.com/images/products/img_H-012.jpg
H-013,ハイビスカス ヘアシャンプー 無香料 700mLパウチ,,yumejin,製品ラインナップ/ヘアケア,,TRUE,https://www.example.com/images/products/img_H-013.jpg
H-014,ハイビスカス ヘアシャンプー 無香料 専用特殊ボトル,,yumejin,製品ラインナップ/ヘアケア,,TRUE,https://www.example.com/images/products/img_H-014.jpg
H-015,無香料 アカバナー ヘアシャンプー 40ml,,yumejin,旧データ/旧商品・不使用,,TRUE,https://www.example.com/images/products/img_H-015.jpg
H-016,無香料 アカバナー ヘアシャンプー 40ml×5本セット,,yumejin,旧データ/旧商品・不使用,,TRUE,https://www.example.com/images/products/img_H-016.jpg
H-020,ハイビスカス スキンケア おためし５点セット,,yumejin,旧データ/旧商品・不使用,,TRUE,https://www.example.com/images/products/img_H-020.jpg
H-021,ハイビスカス ヘアケア＆ボディケアおためし３点セット,,yumejin,旧データ/旧商品・不使用,,TRUE,https://www.example.com/images/products/img_H-021.jpg
H-022,ハイビスカス 頭皮ケア＆ヘアケア おためし3点セット,,yumejin,旧データ/旧商品・不使用,,TRUE,https://www.example.com/images/products/img_H-022.jpg
H-030,（母の日限定）ハイビスカススペシャルモイストセット,,yumejin,旧データ/旧商品・不使用,,TRUE,https://www.example.com/images/products/img_H-030.jpg
H-040,ハイビスカス アロエベラジェル,"<p><h2 class="" c-title"">HIBISCUS</h2>
<p class=""c-lead"">Aloe vera Gel</p></p><p><p class=""c-blockquote"">ハイビスカス×アロエベラで<br>やさしく潤いケア</p>
<h3 class="" c-large_headline"">ハイビスカス アロエベラジェル</h3>
<p class="" c-body"">&nbsp;<br><span style=""font-size:17px;"">[ アロエジェル　120g ]</span><br>&nbsp;<br>&nbsp;<br> </p></p><p><div class=""sub-product"">
    <table class=""sub-product_price"">
        <tbody>
            <tr>
                <td>◎</td>
                <td>定期便</td>
                <td>
                    <span>4,139円</span>（税込）
                </td>
                <td>単品</td>
            </tr>
        </tbody>
    </table>
    <div class=""ChangesByVariation"">
        <div class=""productSellInfo"">
            <table>
                <tbody>
                    <tr>
                        <td class=""btn_num_minus"">
                            <input type=""button"" value=""?"" onClick=""inputNumRemove('Fixed01')"">
                        </td>
                        <td class=""btn_num"">
                            <!-- 注文数量指定 -->
                            <p class=""productAmount"">
                                <input type=""text"" value=""1"" id=""inputNumFixed01"" class=""inputNum"">
                            </p>
                            <!-- /注文数量指定 -->
                        </td>
                        <td class=""btn_num_plus"">
                                <input type=""button"" value=""＋"" onClick=""inputNumAdd('Fixed01')"">
                        </td>
                        <td class=""btn_cart_in"">
                            <div>
                                <div class=""productCart"">
                                    <!-- カート投入リンク -->
                                    <div class=""addCart"">
                                        <p class=""btnCart"">
                                            <a id=""btnCartFixed01"" href=""https://www.yumejin.jp/Form/Order/CartList.aspx?ckbn=1&pid1=TKH-040&vid1=TKH-040&prdcnt1=1&fxpchs1=1"">
                                                カートに入れる
                                            </a>
                                        </p>
                                    </div>
                                    <!-- /カート投入リンク -->
                                </div>
                            </div>
                        </td>
                    </tr>
                </tbody>
            </table>
        </div><!-- productSellInfo -->
    </div><!-- ChangesByVariation -->
</div></p><p><div id=""product_detail_fixed-purchase"" class=""b-both_diff -right_large -sp-single_column c-space_normal c-sp-space_normal c-sp-padding_normal cssskin-_block_main product_detail_fixed-purchase"" data-bk-id=""bk5831"">
    <div class=""g-column"">
        <div class=""column -col4 title"">
            <p class=""c-blockquote"">便利でお得な定期便なら</p>
            <p class=""c-body desc"">
                <span class=""d-larger_font webfont5"">
                    <span data-sitecolor-text="""" class="" d-bold"">特別割引価格 ＆ 全国一律送料無料</span>
                </span>
                <span class=""d-larger_font webfont5"">
                    <span class="" d-bold"">でお届けします</span>。
                </span>
            </p>
        </div>
        <div class=""column -col8"">
            <table class=""fixed-purchase_price-list"">
                <tbody>
                    <tr>
                        <th>お届け回数</th>
                        <td>定期便特別価格</td>
                    </tr>
                    <tr>
                        <th>1?2回目(5％OFF)</th>
                        <td>4,139円</td>
                    </tr>
                    <tr>
                        <th>3?5回目(10％OFF)</th>
                        <td>3,921円</td>
                    </tr>
                    <tr>
                        <th>6回目以降(15％OFF)</th>
                        <td>3,703円</td>
                    </tr>
                </tbody>
            </table>
            <p class=""fixed-purchase_lead"">
                さらに還元ポイント２倍、休止・再開・変更・解約が自由（次回発送予定日の５日前までご連絡下さい）。<br>
                お届けサイクル・お届け時間・お支払方法も複数の選択肢からお選びいただけます。
            </p>
        </div>
    </div>
</div>
<div id=""bk5873"" class=""b-accordion b-accordion_contents c-sp-padding_normal cssskin-_block_main"" data-bk-id=""bk5873"" data-open-columns=""allClose"">
        <div class="" g-column"">
                <div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">製品詳細</a> </div>
                <div class="" column"">
                        <p class="" c-body"">&nbsp;</p>
                        <h3 class="" c-large_headline"">ハイビスカス＆アロエベラエキスで全身しっとり保湿ケア</h3>
                        <p class="" c-body""><span class="" d-small_font""><span class="" d-bold"">日焼後のクールダウンや手足やかかとのカサつきが気になる方にもおすすめです</span></span><br>&nbsp;<br><span style=""color:#404040;"">アロエベラ・海藻エキスの天然保湿成分を配合した全身用クリアジェルです。</span><br><span style=""color:#404040;"">新たに植物性ヒアルロン酸（ハイビスカス葉エキス）をプラス、より優しく、潤い豊かに生まれ変わりました。</span><br><span style=""color:#404040;"">お風呂上りなど、お顔だけではなく、乾燥した手や足にご使用頂きますと、乾燥を防ぎ、しっとり健やかなお肌へと導きます。</span><br><br><span style=""-webkit-text-stroke-width:0px; font-variant-caps:normal; color:#404040; white-space:normal; font-weight:bold; letter-spacing:normal; font-size:13.5px; text-decoration-style:initial; font-style:normal; text-decoration-thickness:initial; text-transform:none; word-spacing:0px; text-indent:0px; orphans:2; text-decoration-color:initial; font-variant-ligatures:normal; widows:2;"" class="" d-bold c-left""><span style=""color:#008000;"">鉱物油（ミネラルオイル・ワセリン・流動パラフィン等）無添加</span></span><br><span style=""-webkit-text-stroke-width:0px; font-variant-caps:normal; color:#404040; white-space:normal; font-weight:bold; letter-spacing:normal; font-size:13.5px; text-decoration-style:initial; font-style:normal; text-decoration-thickness:initial; text-transform:none; word-spacing:0px; text-indent:0px; orphans:2; text-decoration-color:initial; font-variant-ligatures:normal; widows:2;"" class="" d-bold c-left""><span style=""color:#008000;"">合成香料・合成着色料不使用</span></span><br>&nbsp;<br>&nbsp;<br>&nbsp;</p>
                </div>
                <div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">全成分</a> </div>
                <div class="" column"">
                        <p class="" c-body"">&nbsp;</p>
                        <h3 class="" c-large_headline"">内容成分<span class="" d-smallest_font"">（全成分表示）</span></h3>
                        <p class="" c-body"">&nbsp;<br>水 / アロエベラ液汁 / BG / グリセリン / 1,2-ヘキサンジオール / ハイビスカス葉エキス（ブッソウゲ葉エキス） / ヒアルロン酸Na / プラセンターエキス(2) / 褐藻エキス(1) / グリチルリチン酸2K / カルボマー / アルギニン / ナイアシンアミド / ゲットウ葉油 / ラベンダー油 / ティーツリー油 / ソルビトール / PEG-50ヒマシ油 / PEG-20ソルビタンココエート<br>&nbsp;<br>&nbsp;<br>&nbsp;</p>
                </div>
                <div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">使い方</a> </div>
                <div class="" column"">
                        <p class="" c-body"">&nbsp;<br>適量を手に取りケアしたい箇所のお肌へなじませるように塗り、薄くのばしてください。<br>乾燥の気になる部分へは多めに塗っていただくとより効果的です。<br><span>&nbsp;</span><br>&nbsp;</p>
                </div>
        </div>
</div></p>",yumejin,製品ラインナップ/トータルケア,,TRUE,https://www.example.com/images/products/img_H-040.jpg
HAM-001,ハイビスカス ヘアケア＆ボディケア アメニティーズボックス,"<p><h2 class="" c-title"">HIBISCUS</h2>
<p class=""c-lead"">HairCare &amp; BodyCare Amenities box</p></p><p><p class=""c-blockquote"">ボタニカルケアをいつでもどこへでも</p>
<h3 class="" c-large_headline"">ハイビスカス アメニティーズ ボックス</h3>
<p class="" c-body"">[ シャンプー・トリートメント・ボディソープ 各40mL ]<br>&nbsp;<br><span class="" d-large_font"">ご自分用に。</span><br><span class="" d-large_font"">大切な方への贈り物に。</span><br>&nbsp;<br>&nbsp;</p></p><p><div id=""bk5824"" class=""b-accordion b-accordion_contents c-sp-padding_normal cssskin-_block_main"" data-bk-id=""bk5824"" data-open-columns=""allClose"">
	<div class="" g-column"">
		<div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">製品詳細</a> </div>
		<div class="" column"">
			<p class="" c-body"">&nbsp;</p>
			<h3 class="" c-large_headline""><span>ボタニカルなハイビスカスヘアケア＆ボディケアをお出かけ先でも。</span><br><span></span></h3>
			<p class="" c-body"">&nbsp;<br><span>◎旅のお供に</span><br><span>◎美容室へ持ち込みのマイシャンプーとして</span><br><span>◎ご家族・お友達へのプレゼントに</span><br><br><span>いつでもどこへでもハイビスカスヘアケア＆ボディケアを持ち歩けるアメニティーズボックスです。</span><br><span>お出かけ先での合わないシャンプーやボディソープにお困りの方におすすめです。</span><br><span style=""color:#528d38;""></span><br>&nbsp;<br>各製品のお試し用としても最適です。<br><span style=""color:#528d38;"">※リピート購入可</span><br>&nbsp;<br>&nbsp;<br><span>内容は下記製品の40mlサイズとなります。</span><br><span>・<a href=""../lineup/hibiscus-shampoo.html"" data-pid=""161"" data-="""">ハイビスカス ヘアシャンプー</a>　・<a href=""../lineup/hibiscus-treatment.html"" data-pid=""165"" data-="""">ハイビスカス ヘアトリートメント</a>　・<a href=""../lineup/kokuto-bodysoap.html"" data-pid=""166"" data-="""">ハイビスカス 黒糖ボディソープ</a></span><br><span>※詳細は各商品ページをご覧ください。</span><br>&nbsp;<br>&nbsp;</p>
		</div>
		<div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">全成分</a> </div>
		<div class="" column"">
			<p class="" c-body"">&nbsp;</p>
			<h3 class="" c-large_headline"">内容成分<span class="" d-smallest_font"">（全成分表示）</span></h3>
			<p class="" c-body""><span>&nbsp;</span><br><span class="" d-large_font""><span class="" d-bold"">ハイビスカス ヘアシャンプー</span></span><br>水 / ハンノキ水 / スクロース / BG / ココイルグルタミン酸K / ラウラミンオキシド / ココイルメチルタウリンNa / ラウリン酸スクロース / ココイルグルタミン酸Na / ポリクオタニウム-10 / クエン酸 / ハイビスカス葉エキス（ブッソウゲ葉エキス） / メントール / グリチルリチン酸２K / ピリドキシンHCl / ゲットウ葉油 / ティーツリー油 / ラベンダー油 / フェノキシエタノール<br>&nbsp;<br><span><span class="" d-bold"">ハイビスカス ヘアトリートメント</span></span><br>水 / ベヘニルアルコール / BG / グリセリン / ソルビトール / ベヘナミドプロピルジメチルアミン / スクワラン / ジメチコン / PCA-Na / ホホバ種子油 / パルミチン酸セチル / ベタイン / ポリクオタニウム-10 / アロエ液汁-1 / グルタミン酸 / ハイビスカス葉エキス（ブッソウゲ葉エキス） / アミノプロピルジメチコン / ステアリン酸グリセリル / ステアリン酸グリセリル(SE) / ラウロイルアルギニン / 乳酸Na / ポリソルベート60 / 加水分解シルク / アルギニン / アスパラギン酸 / PCA / グリシン / アラニン / セリン / バリン / プロリン / トレオニン / イソロイシン / ヒスチジン / フェニルアラニン / ヒドロキシプロピルキトサン / クオタニウム-33 / コレステロール / クオタニウム-18 / PG / ラウレス-23 / ラウレス-4 / グリチルリチン酸２K / フェノキシエタノール / 1,2-ヘキサンジオール / ピリドキシンHCl / トコフェロール / レモン果皮油 / シークヮーサー果皮油<br>&nbsp;<br><span><span class="" d-bold"">ハイビスカス 黒糖ボディソープ</span></span><br>水 / ミリスチン酸 / ラウリン酸 / グリセリン / BG / 水酸化K / ココアンホ酢酸Na / コカミドメチルMEA / パルミチン酸 / 黒砂糖 / ココイルアラニンNa / スクロース / ハイビスカス葉エキス（ブッソウゲ葉エキス） / ポリクオタニウム-7 / ヒドロキシプロピルメチルセルロース / ココイルグリシンK / カラメル / ゲットウ葉油 / ラベンダー油 / ティーツリー油 / フェノキシエタノール / EDTA-3Na<br>&nbsp;<br>&nbsp;</p>
		</div>
		<div class="" b-accordion_navigation""> <a href=""#"" class="" js-link_scroller"">使い方</a> </div>
		<div class="" column"">
			<p class="" c-body"">&nbsp;<br><span class="" d-large_font""><span class="" d-bold"">ハイビスカス ヘアシャンプー&nbsp;</span></span><br>&nbsp;</p>
			<ol class=""c-list-numbers"">
				<li>まずは髪をぬるま湯又は水で、十分に予洗いし、汚れを落としましょう。</li>
				<li>適量のハイビスカスヘアシャンプーを手の平にとり、髪と地肌をマッサージしながら泡立てて洗ってください。</li>
				<li>泡立ててよく洗った後は、ぬるま湯か水で“しっかり”すすぎましょう。</li>
			</ol>
			<p class="" c-body"">&nbsp;<br>※整髪料・スタイリング剤をご使用されている場合や、頭皮に油分が多い方は、2度洗いされることをおすすめいたします。<br><span>&nbsp;</span><br>&nbsp;<br><span class="" d-large_font""><span class="" d-bold"">ハイビスカス ヘアトリートメント</span></span><br>&nbsp;</p>
			<ol class=""c-list-numbers"">
				<li>シャンプーの後、適量を手の平にとり、髪全体にのばしてよく馴染ませましょう。</li>
				<li>数分おいた後、ぬるま湯か水で軽く洗い流してください。</li>
			</ol>
			<p class="" c-body"">&nbsp;<br>最適なトリートメントケアの目安は、週に２〜３回程度。カラーリングやパーマなどによりヘアダメージがきついという場合の目安としましては週５〜７回程度をおすすめいたします。<br>&nbsp;<br>&nbsp;<br><span class="" d-large_font""><span class="" d-bold"">ハイビスカス 黒糖ボディソープ</span></span><br>&nbsp;&nbsp;</p>
			<ol class=""c-list-numbers"">
				<li>適量(2〜3プッシュ）をタオルで泡立てご使用ください。</li>
				<li>全身を洗ったあとは、すすぎ残しが無いようしっかりと洗い流してください。</li>
			</ol>
			<p class="" c-body"">&nbsp;<br>&nbsp;</p>
		</div>
	</div>
</div></p>",yumejin,製品ラインナップ/ヘアケア,,TRUE,https://www.example.com/images/products/img_HAM-001.jpg
HAM-001-04,ハイビスカス ヘアシャンプー 無香料 40ml,<p>バラはショップのみの販売ですが、お電話で問い合わせがあったので、特別に商品台帳を作成しました。</p>,yumejin,会員限定/特別対応,,TRUE,https://www.example.com/images/products/img_HAM-001-04.jpg
HAM-001-04_5,ハイビスカス ヘアシャンプー 無香料 40mL×5本セット,"<p>重松先生から以前のアカバナー5本セットは買えないですか？とのご要望で商品台帳作成

1本定価…650円（税抜）のため、40円ディスカウントの610円5本セットで3050円（税抜）</p>",yumejin,会員限定/特別対応,,TRUE,https://www.example.com/images/products/img_HAM-001-04_5.jpg
